발생일자,연도,시간,시간대,요일,지방청,해경서, 파출소,시·도,시·군·구,읍·면·동,상세주소,대분류,중분류,위치,대분류,세분류,위도,경도
2018-10-24,2018,18:11,오후,,남해 지방청,통영,고성 파출소,경상남도,고성군,동해면,"고성군 동해면 외산리 920-6, 아침바다횟집 앞",해안가,외산리 선착장,,침수,추락,35.06166667,128.4427778
2018-10-26,2018,12:39,오후,금요일,서해 지방청,여수,녹동 파출소,전라남도,고흥군,두원면,고흥군 두원면 풍류 선착장,항포구,풍류항,선착장,침수,추락,34.65663056,127.2278083
2018-10-27,2018,15:20,,,중부 지방청,태안,안면 파출소,충청남도,태안군,고남면,태안군 고남면 구매항 선착장,항포구,구매항,,일부침수,침수,36.42467778,126.4318389
2018-10-28,2018,17:31,,,중부 지방청,인천,영흥 파출소,인천광역시,옹진군,영흥면,인천 옹진군 선재도 목섬,무인도서,목섬,,,추락,37.22916667,126.5327778
2018-10-29,2018,16:00,,,서해 지방청,완도,마량 파출소,전라남도,완도군,금일읍,완도군 금일읍 동백리 선착장,항포구,동백리,선착장,침수,추락,34.32845,127.0464694
2018-11-04,2018,12:56,,,중부 지방청,평택,안산 파출소,경기도,안산시,대부북동,경기 안산시 단원구 대부황금로 방아머리선착장,항포구,방아머리,선착장,일부침수,침수,37.29639444,126.5742639
2018-11-06,2018,09:12,오전,화요일,동해 지방청,울진,후포 파출소,경상북도,울진군,후포면,경북 울진군 후포면 울진대게로 142(통발협회 앞),항포구,항내,통발협회 앞,침수,추락,36.68063056,129.45495
2018-11-07,2018,07:50,,,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,건입동,제주항 2부두 남일호 우현 선수,항포구,,,침수,추락,33.51952778,126.5328611
2018-11-08,2018,14:20,,,중부 지방청,보령,대천 파출소,충청남도,홍성군,서부면,보령시 내항동 소재 세월교,해안가,세월교,,침수,침수,36.58805556,126.4569444
2018-11-10,2018,03:39,심야,토요일,남해 지방청,부산,송정 파출소,부산광역시,해운대구,송정구덕포길,구덕포항 내 해상,항포구,구덕포항,,침수,추락,35.16911667,129.197325
2018-11-16,2018,15:18,,,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,보령시 대천항 서부수협 앞 슬립웨이,항포구,대천항,서부수협,침수,추락,36.32758056,126.5138083
2018-11-19,2018,06:14,,,중부 지방청,평택,평택 파출소,경기도,평택시,포승읍,경기도 평택시 동부두 1정문 도로 끝부분 수로,항포구,평택당진항,동부두,침수,추락,36.98674167,126.8270806
2018-11-23,2018,00:42,,,중부 지방청,태안,안면 파출소,충청남도,태안군,안면읍,태안군 안면읍 대야도 선착장,항포구,선착장,,침수,침수,36.46728056,126.4158083
2018-11-26,2018,18:08,,,동해 지방청,속초,주문진 파출소,강원도,강릉시,주문진읍,주문진항 위판장 부근,항포구,,,,추락,37.89166667,128.8305556
2018-11-29,2018,22:53,,,서해 지방청,여수,나로도 파출소,전라남도,고흥군,동일면,고흥군 동일면 백초항포구 주변도로,항포구,백초항,해안도로,비침수,추락,34.50166667,127.4555556
2018-11-29,2018,11:01,,,서해 지방청,여수,녹동 파출소,전라남도,진도군,고군면,고흥군 금산면 명천항,항포구,명천항,슬립웨이,비침수,추락,34.47079722,127.2292111
2018-12-03,2018,17:38,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,화도면,강화도 분오 선착장,항포구,분오리항,선착장,비침수,추락,37.58956667,126.4625667
2018-12-10,2018,03:16,심야,월요일,동해 지방청,속초,속초 파출소,강원도,속초시,중앙로,아바이마을(설악대교 밑) 앞 ,항포구,속초항,설악대교 밑,침수,추락,38.200875,128.594975
2018-12-19,2018,14:22,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,무의동,무의도 큰무리 선착장 슬립웨이 앞 ,항포구,큰무리,선착장,침수,추락,37.41021389,126.4146
2018-12-21,2018,09:00,,,중부 지방청,보령,오천 파출소,충청남도,보령시,오천면,보령시 오천항 수협 앞 슬립웨이,항포구,오천항,슬립웨이,침수,침수,36.439225,126.519575
2018-12-22,2018,11:48,오전,토요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,북항 4부두 수협급유소 부근,항포구,,,침수,추락,34.80194444,126.3572222
2018-12-22,2018,15:56,오후,토요일,서해 지방청,완도,노화 파출소,전라남도,완도군,노화읍,노화 당산리항 선착장,항포구,당산리항,선착장,침수,추락,34.19713889,126.5521111
2018-12-24,2018,13:36,오후,월요일,중부 지방청,태안,학암포 파출소,충청남도,태안군,이원면,당산리 진양수산 앞 해안가,해안가,,,비침수,침수,36.887275,126.32945
2018-12-25,2018,16:23,,,중부 지방청,평택,대부 파출소,경기도,화성시,단원구,경기도 화성시 탄도항 파출소 앞 경사로,항포구,탄도항,슬립웨이,일부침수,침수,37.19177778,126.6466472
2018-12-25,2018,16:30,,,중부 지방청,보령,홍성 파출소,충청남도,홍성군,서부면,보령시 천북면 장은항 선착장,항포구,선착장,,,추락,36.58805556,126.4569444
2018-12-26,2018,18:57,저녁,수요일,동해 지방청,포항,포항 파출소,경상북도,포항시,북구,포항신항 24번 선석 앞,항포구,포항신항 2부두,,침수,추락,36.01378889,129.3931833
2018-12-30,2018,20:49,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,남면,여수시 화정면 화태도 독정 선착장 경사식 부두,항포구,독정항,선착장 슬립웨이,침수,추락,34.58114444,127.7300306
2018-12-30,2018,00:02,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 남성동 부두 유람선 산착장,항포구,남성동부두,유람선 선착장,침수,추락,35.19733889,128.5751611
2018-12-31,2018,22:58,저녁,월요일,서해 지방청,여수,돌산 파출소,전라남도,여수시,남면,여수시 남면 직포항 방파제,항포구,직포항,방파제,침수,추락,34.50766667,127.7392639
2018-12-31,2018,22:00,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,사등면,거제면 소재 산달도 카페리 선착장 인근 ,해안가,해안도로,,침수,추락,34.82352778,128.5361917
2019-01-03,2019,10:20,,,제주 지방청,서귀포,화순 파출소,제주특별자치도,서귀포시,대정읍,모슬포 운진항 내,항포구,모슬포항 여객선,,침수,추락,33.20944444,126.2577778
2019-01-28,2019,01:42,,,중부 지방청,평택,당진 파출소,충청남도,당진시,석문면,충남 당진시 석문면 소재 마섬포구 ,항포구,장고항,석문방조제,침수,추락,37.02568889,126.579475
2019-02-01,2019,07:53,,,동해 지방청,포항,포항 파출소,경상북도,포항시,남구,포항 북구 죽도동 포항수협 죽도위판장 앞 ,항포구,죽도위판장,,침수,추락,36.03639167,129.3695639
2019-02-09,2019,02:28,,,동해 지방청,포항,포항 파출소,경상북도,포항시,북구,포항 북구 동빈동 채움병원 앞 ,항포구,동빈 구항,,침수,추락,36.04615833,129.3715778
2019-02-12,2019,00:18,심야,화요일,제주 지방청,서귀포,서귀포 파출소,제주특별자치도,서귀포시,남성중로,서귀포항 서부두 앞 ,항포구,,,침수,추락,33.24055556,126.5591667
2019-02-20,2019,20:12,,,중부 지방청,태안,학암포 파출소,충청남도,서산시,팔봉면,구도항 인근,항포구,구도항,선착장,침수,추락,36.82735833,126.3272667
2019-02-24,2019,17:20,,,중부 지방청,보령,홍성 파출소,충청남도,보령시,천북면,보령시 천북면 궁리항 선착장,항포구,궁리항,선착장,침수,추락,36.59235,126.4553139
2019-03-01,2019,15:25,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,을왕동,을왕리 선착장 앞 ,항포구,을왕리,선착장,침수,추락,37.44820278,126.3694528
2019-03-01,2019,14:23,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,동호안길,경남 통영시 동호동 한려무역 앞 ,항포구,동호항,동호방파제,침수,추락,34.84372222,128.435075
2019-03-07,2019,05:20,심야,목요일,서해 지방청,목포,서산 파출소,전라남도,해남군,산이면,금호개발 모래하치장,항포구,금호개발,모래하차장,침수,추락,34.71261111,126.3765
2019-03-10,2019,18:50,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,돌산읍,여수시 돌산읍 돌산회 타운 앞,항포구,백초항,돌산회 타운앞,침수,추락,34.72804444,127.7409389
2019-03-12,2019,17:27,오후,,서해 지방청,군산,해망 파출소,전라북도,군산시,소룡동,군산 소룡항포구 성원상떼빌 앞 ,항포구,소룡항포구,성원상떼빌,침수,추락,35.98621111,126.6918333
2019-03-20,2019,20:30,오후,,남해 지방청,통영,고현 파출소,경상남도,거제시,사등면,거제시 사등면 모래실마을 물량장 크레인 앞 ,항포구,물량장 크레인,물량장,침수,추락,34.90496111,128.5752389
2019-03-21,2019,09:48,,,서해 지방청,완도,회진 파출소,전라남도,장흥군,회진면,장흥군 회진면 성은 아파트 앞,해안가,해안도로,성은 아파트앞 ,침수,추락,34.47641111,126.9376472
2019-03-21,2019,10:34,오후,,남해 지방청,통영,거제남부 파출소,경상남도,거제시,남부면,거제시 남부면 다포리 여차항 계단식 물량장 앞 ,항포구,여차항 계단식 물량장,물량장,침수,추락,34.71239444,128.6280528
2019-03-21,2019,11:00,,,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,구좌읍,김녕항 요트투어 앞 안벽,항포구,김녕항,,침수,추락,33.55855833,126.7368611
2019-03-22,2019,14:02,,,중부 지방청,태안,안면 파출소,충청남도,태안군,고남면,충남 태안군 고남면 누동리 죽고지항 닭섬 인근,해안가,죽고지항,,침수,침수,36.44617222,126.4210639
2019-03-31,2019,22:04,저녁,일요일,서해 지방청,목포,서산 파출소,전라남도,목포시,달동,허사도(허사대교 북방) ,항포구,,,침수,추락,34.75269167,126.3621111
2019-04-02,2019,09:00,,,중부 지방청,태안,학암포 파출소,충청남도,태안군,원북면,충남 태안군 원북면 방갈리 민어도 방파제 슬립웨이,항포구,민어도,방파제 슬립웨이,침수,침수,36.91162222,126.250225
2019-04-07,2019,11:45,,,중부 지방청,보령,홍성 파출소,충청남도,흥성군,서부면,궁리항 선착장,항포구,궁리항,선착장,비침수,추락,36.59235,126.4553139
2019-04-09,2019,11:40,오전,화요일,제주 지방청,서귀포,화순 파출소,제주특별자치도,서귀포시,하모항구로67-24,토요시장 인근 협성조선소 앞 ,항포구,,,비침수,추락,33.21944444,126.2497222
2019-04-13,2019,23:08,,,중부 지방청,보령,오천 파출소,충청남도,보령시,오천면,충남 보령시 오천항 수협 앞 슬립웨이,항포구,오천항,슬립웨이,침수,추락,36.4391,126.5194778
2019-04-21,2019,15:22,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,홍원항 위판장 슬립웨이,항포구,홍원항 슬립웨이,홍원항 물량장,침수,추락,36.157925,126.5002361
2019-04-21,2019,08:20,,,서해 지방청,부안,변산 파출소,전라북도,부안군,변산면,격포항 선착장,항포구,격포항,슬립웨이,침수,추락,35.62054167,126.4701472
2019-04-25,2019,13:50,,,남해 지방청,울산,기장 파출소,부산광역시,기장군,일광면,부산 기장군 일광면 원조 수산 앞,항포구,이동항,원조수산 앞,침수,추락,35.27188889,129.2445833
2019-04-26,2019,08:00,,,서해 지방청,완도,마량 파출소,전라남도,완도군,고금면,고금면 화룡선착장,항포구,회룡,선착장,침수,추락,34.38216389,126.7669722
2019-05-05,2019,23:22,,,서해 지방청,완도,회진 파출소,전라남도,장흥군,회진면,장흥군 회진면 삭금항내 커브길에서 운전중 운전 미숙  추락,항포구,삭금항,해안도로,침수,추락,34.44805278,126.9272222
2019-05-06,2019,12:18,,,남해 지방청,울산,기장 파출소,부산광역시,기장군,일광면,부산 기장군 일광면 이동 방파제 육상 호이스트 앞,항포구,이동항,,침수,추락,35.27244444,129.2469167
2019-05-13,2019,06:13,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,화도면,후포항 선수 선착장,항포구,후포항,선수 선착장,침수,추락,37.63894722,126.3855444
2019-05-13,2019,13:04,,,남해 지방청,울산,방어진 파출소,울산광역시,동구,방어동,방어동 수협위판장 앞 ,항포구,방어진항,방어동 수협위판장,침수,추락,35.48438889,129.4298611
2019-05-16,2019,14:48,,,중부 지방청,인천,신항만 파출소,경기도 ,시흥시,정왕동,시화조력 중간선착장내 ,항포구,시화방조제,중간선착장,비침수,추락,37.32611111,126.6544444
2019-05-19,2019,18:15,저녁,일요일,동해 지방청,포항,영일만 파출소,경상북도,포항시,북구,경북 포항시 북구 흥해읍 월포리 소재 월포항,항포구,월포항,,침수,추락,36.20777778,129.375
2019-05-20,2019,09:25,,,중부 지방청,평택,평택 파출소,충청남도,당진시,송악읍,충남 당진시 송악읍 안섬포구 인근해안가,항포구,안섬포구,,침수,추락,36.98805556,126.7375
2019-05-20,2019,15:33,,,동해 지방청,울진,축산 파출소,경상북도,영덕군,축산면,사진3리항 계류장 앞,항포구,사진3리항,계류장,침수,추락,36.5211,129.4427639
2019-05-26,2019,09:16,,,남해 지방청,창원,진해 파출소,경상남도,창원시,진해구,창원시 진해구 소재 이동레포츠 센터 ,항포구,진해 이도레포츠센터 슬립웨이,,침수,추락,35.14106944,128.6882444
2019-05-31,2019,09:22,오전,금요일,중부 지방청,태안,안면 파출소,충청남도,태안군,안면읍,충남 태안군 안면읍 방포항길 64 방포수산 인근 도로아래 갯벌,항포구,방포항,갯벌,비침수,추락,36.50403333,126.3352639
2019-06-01,2019,12:44,오후,,남해 지방청,통영,사천 파출소,경상남도,사천시,동서동,경남 사천시 동서동 새신수도호 선착장,항포구,선착장,,침수,추락,34.92670833,128.0647306
2019-06-04,2019,15:40,,,서해 지방청,완도,마량 파출소,전라남도,강진군,도암면,강진군 도암면 용흥리 선착장,항포구,용산리,선착장,침수,추락,34.54211667,126.7686111
2019-06-07,2019,05:49,심야,금요일,서해 지방청,여수,나로도 파출소,전라남도,고흥군,봉래면,진기마을 배수펌프장 앞 50m ,해안가,해안도로,배수펌프 부근,침수,추락,34.46599722,127.4560611
2019-06-09,2019,09:17,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,동검도,강화군 동검도 선착장 앞 ,항포구,동검항,선착장,침수,침수,37.586025,126.5257306
2019-06-15,2019,10:53,오전,,서해 지방청,군산,새만금 파출소,전라북도,군산시,옥도면,군산시 옥도면 417 선유도 간이 여객선터미널,항포구,선착장,,침수,추락,35.82499444,126.4165944
2019-06-15,2019,16:02,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,남면,여수시 남면 화태도 월전항 선착장,항포구,월전항,,침수,추락,34.577775,127.736675
2019-06-16,2019,11:47,오전,일요일,서해 지방청,완도,마량 파출소,전라남도,강진군,칠량면,매자리식당 앞 해안가,해안가,,,비침수,추락,34.54742222,126.79785
2019-06-18,2019,11:24,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,화양면,여수시 화양면 장수리 자매교회 앞 해안가,해안가,자매교회 앞,해안도로,침수,추락,34.65145833,127.5799333
2019-06-23,2019,13:09,,,서해 지방청,여수,녹동 파출소,전라남도,고흥군,도양읍,고흥군 도양읍 녹동항 득량호 도선선착장,항포구,녹동항,,침수,추락,34.52798056,127.1301639
2019-06-24,2019,17:20,오후,,남해 지방청,통영,통영 파출소,경상남도,통영시,도남동,통영시 도남동 수륙해수욕장 블루마린 펜션 앞,해안가,해변,수륙해수욕장 블루마린,침수,추락,34.81901389,128.4392222
2019-06-25,2019,15:18,오후,화요일,서해 지방청,부안,고창 파출소,전라북도,고창군,해리면,전라북도 고창군 해리면 동호해수욕장 주차장,해수욕장,동호해수욕장 방파제,,비침수,추락,35.50583333,126.4736111
2019-06-25,2019,15:18,오후,화요일,서해 지방청,부안,고창 파출소,전라북도,고창군,해리면,전라북도 고창군 해리면 동호해수욕장 주차장,해수욕장,동호 해수욕장,,비침수,추락,35.50583333,126.4736111
2019-06-25,2019,06:45,,,남해 지방청,창원,진해 파출소,경상남도,창원시,진해구,창원시 진해구 속천항 진해수협 제빙냉동공장 앞 ,항포구,속천항,진해수협 제빙공장,침수,추락,35.141525,128.6715722
2019-06-29,2019,23:09,심야,,서해 지방청,군산,비응 파출소,전라북도,군산시,비응도동,비응항 어업정보통신국 앞 ,항포구,비응항,어업정보통신국,침수,추락,35.93820833,126.5314806
2019-07-06,2019,20:46,,,중부 지방청,인천,강화 파출소,인천광역시,강화군,동검도,강화군 동검리 704 인근 방파제,항포구,동검항,선착장,비침수,추락,37.58555556,126.5263889
2019-07-08,2019,16:50,,,서해 지방청,여수,돌산 파출소,전라남도,여수시,금오도,금오도 직포항 ,항포구,직포항,여객선 경사로,침수,추락,34.50766667,127.7392639
2019-07-17,2019,12:29,,,서해 지방청,완도,마량 파출소,전라남도,완도군,약산면,완도군 약산면 조약도 당목항,항포구,당목항,선착장,침수,추락,34.37826389,126.9464417
2019-07-18,2019,06:33,오전,,남해 지방청,통영,사천 파출소,경상남도,사천시,용현면,경남 사천시 용현면 금문리 방파제 앞 ,해안가,금문리 방파제,해안도로,침수,추락,35.00763333,128.0443694
2019-07-19,2019,05:04,오전,,남해 지방청,통영,통영 파출소,경상남도,통영시,도남동,통영시 도남동 해양스포츠센터 인근,방파제,해양스포츠센터 계단,,침수,추락,34.8275,128.4341667
2019-08-01,2019,01:19,심야,목요일,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,물하태선착장 앞 ,항포구,물하태,선착장,침수,추락,34.32776389,126.7762667
2019-08-01,2019,22:40,저녁,목요일,남해 지방청,울산,기장 파출소,부산광역시,기장군,일광면,부산 기장군 일광면 이천리 886-2(이동방파제),항포구,이동항,방파제,일부침수,추락,35.27199722,129.2470472
2019-08-06,2019,08:02,,,중부 지방청,평택,대부 파출소,경기도,안산시,단원구,경기도 안산시 단원구 선감동 대부도펜션타운 입구 슬립웨이,해안가,대부도 펜션타운 입구,슬립웨이,침수,추락,37.23533611,126.6243917
2019-08-07,2019,19:36,저녁,수요일,서해 지방청,여수,녹동 파출소,전라남도,고흥군,금산면,고흥군 금산면 신평 선착장,항포구,신평,선착장,침수,추락,34.49115278,127.1765972
2019-08-07,2019,17:38,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 가포동 지중해까페 ,해안가,지중해까폐,,침수,추락,35.14976389,128.5907139
2019-08-08,2019,23:12,,,서해 지방청,완도,마량 파출소,전라남도,완도군,연동리,완도군 고금면 연동리,항포구,연동항,,비침수,추락,34.38356389,126.8079556
2019-08-23,2019,20:10,,,중부 지방청,인천,영흥 파출소,인천광역시,웅진군,선재리,인천 옹진군 선재리 뻘다방 주차장 슬립웨이,해안가,뻘다방,,비침수,추락,37.23283889,126.5330667
2019-08-23,2019,21:08,저녁,금요일,서해 지방청,완도,땅끝 파출소,전라남도,진도군,고군면,용호항,방파제,용호항,방파제,침수,추락,34.44347222,126.3651667
2019-08-24,2019,10:20,오전,토요일,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,물하태선착장,항포구,물하태선착장,슬립웨이,침수,추락,34.32776389,126.7762667
2019-08-28,2019,23:44,저녁,수요일,서해 지방청,목포,북항 파출소,전라남도,목포시,죽교동,북항1부두 하얀등대 인근 ,항포구,북항,1부두,침수,추락,34.80612778,126.3617417
2019-08-31,2019,15:30,,,중부 지방청,인천,신항만 파출소,경기도,시흥시,정왕동,시흥시 오이도 중간선착장 앞 ,항포구,시화방조제,중간선착장,침수,추락,37.32563056,126.6547583
2019-09-01,2019,14:09,,,중부 지방청,보령,오천 파출소,충청남도,보령시,천북면,보령시 천북면 학서리 별장횟집 앞 슬립웨이,해안가,별장횟집,슬립웨이,침수,침수,36.44955833,126.4906639
2019-09-03,2019,18:35,,,중부 지방청,인천,인항 파출소,인천광역시,중구,항동,연안부두 6잔교,항포구,연안부두,6잔교,침수,추락,37.45888056,126.5980806
2019-09-04,2019,07:50,,,중부 지방청,인천,인항 파출소,인천광역시,중구,항동,인천 중구 소재 연안부두 7잔교,항포구,연안부두,7잔교,침수,추락,37.45771389,126.5967444
2019-09-05,2019,05:00,,,중부 지방청,평택,당진 파출소,충청남도,당진시,석문면,당진시 석문면 왜목선착장,항포구,왜목마을,선착장,침수,추락,37.04829444,126.5276028
2019-09-07,2019,10:50,오전,토요일,서해 지방청,목포,북항 파출소,전라남도,무안군,운남면,신월선착장 앞 ,항포구,신월항,신월리 선착장,침수,추락,34.96133333,126.2978611
2019-09-08,2019,11:37,오전,,서해 지방청,군산,해망 파출소,전라북도,군산시,금암동,군산 금암동 성인콜라텍 앞 갯벌,갯벌,성인콜라텍,,침수,추락,35.98845556,126.7202167
2019-09-10,2019,00:30,심야,화요일,서해 지방청,목포,영광 파출소,전라남도,영광군,백수읍,대신항,해안가,대신항,,침수,추락,35.36708889,126.4038556
2019-09-10,2019,19:10,,,서해 지방청,완도,땅끝 파출소,전라남도,완도군,해남군,해남군 송지면 송호리 땅끝항 선착장,항포구,선착장,,침수,추락,34.29861111,126.5305556
2019-09-13,2019,14:38,오후,,서해 지방청,군산,비응 파출소,전라북도,군산시,비응도동,군산 비응항 제방공장 앞 서해조선소 옆 물량장,항포구,물량장,,침수,추락,35.93333333,126.53
2019-09-28,2019,14:52,,,서해 지방청,여수,나로도 파출소,전라남도,고흥군,영남면,고흥군 영남면 우두마을 물양장,항포구,우두마을 경사로,물량장,침수,추락,34.44598611,127.1013389
2019-10-02,2019,04:34,심야,수요일,중부 지방청,태안,학암포 파출소,충청남도,태안군,이원면,이원면 피도 인근 선착장,항포구,선착장,,비침수,침수,36.93728611,126.3040944
2019-10-02,2019,10:54,,,남해 지방청,창원,진해 파출소,경상남도,창원시,진해구,창원시 진해구 괴정항 진해수협 괴정위판장,항포구,괴정항,제덕선착장,침수,추락,35.09904444,128.7437139
2019-10-14,2019,14:33,,,중부 지방청,보령,대천 파출소,충청남도,보령시,대천5동,,해안가,대교,세월교,침수,침수,36.350375,126.5602361
2019-10-17,2019,19:29,,,중부 지방청,보령,홍성 파출소,충청남도,흥성군,서부면,충남 서부면 궁리항 선착장,항포구,궁리항,선착장,침수,추락,36.59235,126.4553139
2019-10-18,2019,20:30,오후,,남해 지방청,통영,노량 파출소,경상남도,하동군,금남면,경남 하동군 남해노량 대교 밑 구노량 출장소 슬립웨이,항포구,구노량 출장소,슬립웨이,침수,추락,34.94740556,127.87435
2019-10-20,2019,05:37,,,제주 지방청,제주,제주 파출소,제주특별자치도,제주시,한림읍,한림 수협 어판장 앞에 차량이 빠짐,항포구,수협 어판장,,침수,추락,33.41630556,126.2610583
2019-10-21,2019,09:10,,,중부 지방청,평택,대부 파출소,경기도,화성시,서신면,경기도 화성시 궁평항 해수욕장 인근,항포구,궁평항 부근,,비침수,추락,37.11861111,126.6847222
2019-10-22,2019,01:30,,,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,대천항 보령수협 앞 슬립웨이,항포구,대천항,수협,침수,추락,36.32794444,126.5070028
2019-10-28,2019,13:35,오후,,서해 지방청,군산,비응 파출소,전라북도,군산시,비응도동,군산 비응항 서해조선소 물량장,항포구,비응항,서해조선소 물량장,침수,추락,35.93456111,126.5316111
2019-10-28,2019,17:30,,,서해 지방청,완도,마량 파출소,전라남도,완도군,금일읍,완도군 금일읍 신평리 신평수퍼 앞,항포구,,선착장,침수,추락,34.35933056,127.0465944
2019-10-30,2019,18:01,,,중부 지방청,보령,홍원 파출소,충청남도,서천군,서면,서천군 마량항,항포구,마량항,슬립웨이,침수,추락,36.12916667,126.5039944
2019-10-30,2019,07:26,,,남해 지방청,창원,마산 파출소,경상남도,창원시,마산합포구,창원시 마산합포구 수정항,항포구,수정항,수정항 방파제,침수,추락,35.12098056,128.5879778
2019-10-31,2019,09:51,오전,목요일,서해 지방청,목포,서산 파출소,전라남도,목포시,죽교동,신항교차로,해안가,해안도로,,비침수,추락,34.75269167,126.3621139
2019-10-31,2019,13:15,,,서해 지방청,완도,완도 파출소,전라남도,완도군,신지면,전남 완도군 신지면 가인리 선착장,항포구,가인도,선착장,침수,추락,34.31781389,126.8646139
2019-11-02,2019,23:57,저녁,토요일,동해 지방청,포항,감포 파출소,경상북도,경주시,양남면,"경북 경주시 양남면 수렴2리, 지경항",항포구,지경항,,침수,추락,35.65255556,129.4497694
2019-11-21,2019,01:02,,,중부 지방청,평택,당진 파출소,충청남도,당진시,석문면,당진시 석문면 장고항 동측 선착장 끝단,항포구,장고항,선착장,비침수,추락,37.03028056,126.5605028
2019-11-23,2019,13:49,,,중부 지방청,보령,오천 파출소,충청남도,보령시,오천면,충남 보령시 오천면 수협 앞 슬립웨이,항포구,오천항 슬립웨이,,침수,추락,36.43916667,126.5194444
2019-11-25,2019,22:07,,,중부 지방청,인천,영흥 파출소,인천광역시,옹진군,영흥면,인천 옹진군 영흥면 진두항 인근 ,항포구,진두항,선착장 슬립웨이,침수,추락,37.25425556,126.4989722
2019-11-28,2019,16:02,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,운서동,덕교선착장 내,항포구,거잠포,선착장,침수,추락,37.42165278,126.4255333
2019-11-29,2019,16:00,,,중부 지방청,보령,대천 파출소,충청남도,보령시,신흑동,충남 보령시 대천항 서부수협 슬립웨이,항포구,대천항,서부수협,침수,추락,36.32758056,126.5138083
2019-11-29,2019,05:58,오전,,남해 지방청,통영,사천 파출소,경상남도,통영시,사량면,통영시 사량면 묵방선착장,항포구,선착장,묵방 선착장,침수,추락,34.83353056,128.24
2019-12-03,2019,11:59,,,서해 지방청,완도,마량 파출소,전라남도,완도군,고금면,완도군 고금도 연동선착장,항포구,연동항,선착장,침수,추락,34.383525,126.8071389
2019-12-07,2019,17:17,오후,,남해 지방청,통영,노량 파출소,경상남도,사천시,서포면,경남 사천시 서포면 자혜리 구우진 물량장,항포구,구우진 물량장 슬립웨이,슬립웨이,침수,추락,35.00324722,128.0157083
2019-12-16,2019,06:47,,,서해 지방청,여수,봉산 파출소,전라남도,여수시,수정동,여수시 수정동 신항 통선부두,항포구,오도항,신항 통선부두,침수,추락,34.74203611,127.7551667
2019-12-23,2019,17:19,오후,월요일,서해 지방청,목포,진도 파출소,전라남도,진도군,임회면,서망항내 수협제빙냉동 앞 계류장,항포구,서밍항,수협제빙냉동 앞,침수,추락,34.36423056,126.1349944
2019-12-26,2019,16:20,,,중부 지방청,인천,하늘바다 파출소,인천광역시,중구,중산동,구읍뱃터 어선 선착장,항포구,구읍 뱃터,선착장,침수,추락,37.49263889,126.5809167
2019-12-30,2019,18:55,,,중부 지방청,태안,모항 파출소,충청남도,태안군,소원면,충남 태안군 만리포 방파제 등대쪽,방파제,만리포, 방파제 내측,침수,추락,36.78566389,126.132825
2020-01-01,2020,07:23,오전,,남해 지방청,통영,고현 파출소,경상남도,거제시,사등면,거제시 사등면 사등리 구)삼호조선거제 2공장 암벽 앞 ,항포구,구)삼호조선소,,침수,추락,34.91595,128.5411333
2020-01-04,2020,11:05,오전,토요일,서해 지방청,여수,봉산 파출소,전라남도,여수시,소호동,소호항 자은수산 앞 ,방파제,소호항,자은수산 앞,침수,추락,34.74884722,127.6573056
2020-01-20,2020,11:00,,,동해 지방청,울진,축산 파출소,경상북도,영덕군,축산면,사진2리~3리 사이 갯바위,해안가,해안도로,육군소초 앞,추락,추락,36.52778611,129.4409972
2020-02-04,2020,21:40,,,중부 지방청,평택,당진 파출소,충청남도,당진시,석문면,당진시 석문면 교로리 왜목항 선착장 서편,항포구,왜목마을,선착장,비침수,추락,37.04829444,126.5276028
2020-02-08,2020,05:10,오전,,남해 지방청,창원,고현 파출소,경상남도,거제시,장목면,거제시 장목면 장목리 장목항 앞 ,항포구,장목항,방파제,침수,추락,34.99063056,128.6811722
2020-02-14,2020,07:00,,,중부 지방청,평택, 대부 파출소,경기도,화성시,서신면,경기 화성시 서신면 제부도 물길 중간부 출도 방향(바닷길 가로등 27~28번),해안가,제부도 물길 중간부,,침수,추락,37.17686111,126.6400556
